area,id,name,user_story,expected_behavior,activity,status,severity,bugs_found,fix_applied,test_result
AgentResources,AGR-01,Skill Library (Catalog),"As a user, I want to browse available skills","AgentResourceLibraryView shows 52 skills",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-02,Skill Installation,"As a user, I want to install skills","AgentResourceInstaller copies to ~/.micoder/skills",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-03,MCP Catalog,"As a user, I want to browse MCP servers","26 MCP entries; browser=4, design=4",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-04,Catalog Bundle Resolution,"As a user, I want the catalog to load in built .app","locateResource probes multiple paths",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-05,Skill Enable/Disable/Remove,"As a user, I want to enable, disable, or remove skills","InstalledSkillRow toggle + Remove",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-06,Skill Update,"As a user, I want to update a skill","updateSkill + Update badge",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-07,Dependency Resolver,"As a user, I want one-click install with dependencies","installSkillWithDependencies; resolver-driven hints",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-08,MCP Health Check,"As a user, I want real health status for MCP servers","MCPHealthCheckLogic probe + HTTP prober",25-agent-resources,PASS,NONE,,NONE,GREEN
AgentResources,AGR-09,Runtime Dependency Detection,"As a user, I want dynamic Requires badges","Resolver-driven Requires hints",25-agent-resources,PASS,NONE,,NONE,GREEN
Commands,CMD-01,Slash Command Registry,"As a user, I want 15 built-in slash commands","BuiltInSlashCommand enum + custom .md merge",26-slash-commands,PASS,NONE,,NONE,GREEN
Commands,CMD-02,/goal sessionGoal,"As a user, I want /goal to set session goal","sessionGoal field + TopBar badge",26-slash-commands,PASS,NONE,,NONE,GREEN
Commands,CMD-03,Real Command Execution,"As a user, I want /plan /commit /pr /review /context to work","SlashCommandDispatcher maps actions→effects",26-slash-commands,PASS,NONE,,NONE,GREEN
Commands,CMD-04,Unknown Command Handling,"As a user, I want helpful message for unknown commands","ChatPanelView handles unknown with available list",26-slash-commands,PASS,NONE,,NONE,GREEN
Session,SES-01,Session Creation,"As a user, I want a new session on first message","SessionSendLogic.shouldCreateNewSession",27-session-management,PASS,NONE,,NONE,GREEN
Session,SES-02,Session Persistence,"As a user, I want sessions remembered between launches","Loaded from local DB or server",27-session-management,PASS,NONE,,NONE,GREEN
Session,SES-03,Session Archiving,"As a user, I want to archive old sessions","archiveSession sets isArchived",27-session-management,PASS,NONE,,NONE,GREEN
Session,SES-04,Send Selections Restore,"As a user, I want last provider/model remembered per session","restoreSelections from last message",27-session-management,PASS,NONE,,NONE,GREEN
Performance,PERF-01,Message Feed Hysteresis,"As a user, I want smooth message list","MessageStore pruning; hysteresis threshold",21-performance,PASS,NONE,,NONE,GREEN
Performance,PERF-02,Incremental Message Merge,"As a user, I want new messages merged without re-rendering","mergeLatestMessages only updates changed",21-performance,PASS,NONE,,NONE,GREEN
Performance,PERF-03,Lazy Loading / Pagination,"As a user, I want messages loaded in batches","MessageHistoryPaginationLogic initialLimit 50, page 30",21-performance,PASS,NONE,,NONE,GREEN
Performance,PERF-04,Git Refresh Coalescing,"As a user, I want git refreshes debounced","GitRefreshCoalescer dedup by key",21-performance,PASS,NONE,,NONE,GREEN
Error Handling,ERR-01,Session Busy Recovery,"As a user, I want retry when server is busy","sessionBusy → abort → retry 500ms",19-error-handling,PARTIAL,MEDIUM,"Live Serve 409 unverified",NONE,GREEN
Error Handling,ERR-02,Server Disconnected Error,"As a user, I want clear message when serve is down","Route-aware connectionValidationError",19-error-handling,PARTIAL,MEDIUM,"Native display unverified",NONE,GREEN
Error Handling,ERR-03,Send Validation Errors,"As a user, I want guidance if model/provider not selected","sendValidationError reports blockers",19-error-handling,PARTIAL,MEDIUM,"Native rendering unverified",NONE,GREEN
Localization,L10-01,10 App Languages,"As a user, I want UI in 10 languages","AppLanguage 10 cases; AppLocalization switch",20-localization,PASS,NONE,,NONE,GREEN
Localization,L10-02,Language Picker Dropdown,"As a user, I want a flag-based language dropdown","LanguagePickerDropdown with emoji flags",20-localization,PASS,NONE,,NONE,GREEN
Localization,L10-03,Full New-UI Translation,"As a user, I want every new string translated","All 800 typed keys have complete 10-language rows",20-localization,PASS,NONE,,NONE,GREEN
Web,WEB-01,Web Provider Config,"As a user, I want to add web providers","WebProviderConfig with vendors, transport, systemPrompt",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-02,Tool Protocol Emulator,"As a user, I want web models to call tools","WebToolProtocolEmulator systemPreamble/parse/format/validate",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-03,Agentic Chat Driver,"As a user, I want web chat to run full agent loop","WebChatDriver loop; prompt chunking; anti-ban delay",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-04,Session/Cookie Persistence,"As a user, I want web session to survive restarts","WebSessionManager cookies.json + expiry",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-05,Browser Transport (WKWebView),"As a user, I want browser automation for web providers","In-app WKWebView send path",11-web-chat,PARTIAL,MEDIUM,"Live WebKit runtime unverified",NONE,GREEN
Web,WEB-06,Web Providers in Chat Input,"As a user, I want connected web providers selectable","providerOptions requires valid session + real models",11-web-chat,PARTIAL,MEDIUM,"Native SwiftUI/WebKit unverified",NONE,GREEN
Web,WEB-07,Captcha Display in Chat,"As a user, I want captcha shown in chat","Captcha screenshot plus interactive solver sheet",11-web-chat,PARTIAL,MEDIUM,"Third-party captcha unverified",NONE,GREEN
Web,WEB-08,run_command Approval Gate,"As a user, I want destructive commands approved per AccessLevel","WebToolAccessGate gates run_command",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-09,Web Selection Coherence,"As a user, I want model/effort to match between composer and browser","Composer writes config; driver consumes effectiveConfig",11-web-chat,PARTIAL,MEDIUM,"Native WebKit unverified",NONE,GREEN
Web,WEB-10,Verified Browser Send,"As a user, I want send to fail clearly on state issues","Session/input/send selectors checked before typing",11-web-chat,PARTIAL,MEDIUM,"Native WebKit runtime unverified",NONE,GREEN
Web,WEB-11,Embedded Browser Stop,"As a user, I want Stop to stop in provider page","Stop button clicked through WKWebView bridge",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-12,Visible Web Response,"As a user, I want last visible response instead of empty bubble","WKWebView readText skips hidden/empty wrappers",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-13,Optional Effort Control,"As a user, I want send to continue without effort control","Missing optional effort selectors ignored",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-14,Honest Browser Model Detection,"As a user, I want to choose between DOM and AI detection","Detect models for DOM; Ask free AI for extraction",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-15,Verified Background Browser Submit,"As a user, I want message inserted/submitted via hidden WKWebView","Bridge uses native value setter + Enter events",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-16,Recursive Live Web Model Catalog,"As a user, I want every model behind Expand more","Detect opens live selector, recursively expands",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-17,Project and Chat Browser Isolation,"As a user, I want each project/chat/provider to use correct browser","WKWebView keyed by project/chat/provider",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-18,Web Action Routing Journal,"As a user, I want every browser action to state routing","Selection/send actions append journal records",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-19,Per-Model Parameter Profile,"As a user, I want each model to expose its parameter profile","Live capability detection records controls",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-20,Refresh Before Retry,"As a user, I want injection failure to refresh before retry","Typed failure triggers one bounded refresh",11-web-chat,PASS,NONE,,NONE,GREEN
Web,WEB-21,Named Independent Web Login Sessions,"As a user, I want to capture/switch independent logins","Change login creates new session; active persisted",12-web-session,PASS,NONE,,NONE,GREEN
Web,WEB-22,Strict Web Model Candidate Validation,"As a user, I want headings/actions rejected from catalog","Only visible selectable leaf options enter catalog",11-web-chat,PARTIAL,MEDIUM,"Live vendor DOM unverified",NONE,GREEN
Web,WEB-23,Recursive Nested Model Expansion,"As a user, I want every model behind Expand more discovered","Exact expansion controls traversed until exhausted",11-web-chat,PARTIAL,MEDIUM,"Live Qwen menu unverified",NONE,GREEN
Web,WEB-24,Per-Model Capability Status,"As a user, I want active/inactive/unsupported model states","Each model stores status, isSelectable, efforts",11-web-chat,PARTIAL,MEDIUM,"Live capability probe unverified",NONE,GREEN
Web,WEB-25,Remote Chat UUID Routing,"As a user, I want local project/chat to map to verified remote UUID","New mapping creates exact New Chat; existing navigates",12-web-session,PARTIAL,MEDIUM,"Live provider routing unverified",NONE,GREEN
Web,WEB-26,Automatic Safe Catalog Retry,"As a user, I want injection failure refreshed and retried","Pre-send abort; one-shot refresh/retry",11-web-chat,PARTIAL,MEDIUM,"Live WebKit failure unverified",NONE,GREEN
Web,WEB-27,AI Detection Isolation,"As a user, I want AI detection separate from DOM","AI output uses strict validation; DOM is only activation path",11-web-chat,PARTIAL,MEDIUM,"Live AI/browser comparison unverified",NONE,GREEN
Usage,USG-01,Usage Statistics Aggregator,"As a user, I want per-model/per-provider token stats","UsageStatisticsAggregator: date filter, model normalization",09-settings,PASS,NONE,,NONE,GREEN
Usage,USG-02,Usage Screen with Real Data,"As a user, I want Usage tab to show real token counts","UsageSettingsView renders range-filtered stats",09-settings,PARTIAL,MEDIUM,"Synchronous large-DB loading unverified",NONE,GREEN
Usage,USG-03,Cost per Model,"As a user, I want spend per model","AppState merges legacy + per-project UsageDataPoint",09-settings,PARTIAL,MEDIUM,"Direct gateways may report cost; web remain N/A",NONE,GREEN
Indexing,IDX-01,Project File Scan,"As a user, I want project files indexed","ProjectFileScanner recursive, SHA-256, excludes, 5MB cap",28-file-indexing,PASS,NONE,,NONE,GREEN
Indexing,IDX-02,@-Mention File Search,"As a user, I want @ to find files from project index","ProjectFilesCacheLogic 30s TTL cache feeds @ dropdown",28-file-indexing,PASS,NONE,,NONE,GREEN
Indexing,IDX-03,Persistent File Index + FTS,"As a user, I want searchable persistent file index","file_index.json persists bounded metadata",28-file-indexing,PARTIAL,MEDIUM,"SQLite FTS unverified",NONE,GREEN
WebTools,WET-01,Web Tool Executor,"As a user, I want emulated tools to run against real project","ProjectWebToolExecutor read/write/edit/list/grep on disk",14-web-tools,PASS,NONE,,NONE,GREEN
Danger,DNG-01,Dangerous Command Detection,"As a user, I want warnings before dangerous commands","NOT IMPLEMENTED",19-error-handling,FUTURE,NONE,,NONE,N/A
Regression,BUG-01,MiCoder Auto Free Default,"As a new user, I want built-in free provider to use Big Pickle","micoder-auto-free is renamed built-in route",15-micoder-auto-free,PASS,NONE,,NONE,GREEN
Regression,BUG-02,Web Model Picker,"As a user, I want web models selected in shared flow","browser no longer exposes second manual model editor",11-web-chat,PASS,NONE,,NONE,GREEN
Regression,BUG-03,ChatGPT Stale Models,"As a ChatGPT user, I want only live models","WebModelRefreshLogic replaces stale models",11-web-chat,PARTIAL,MEDIUM,"Live ChatGPT discovery unverified",NONE,GREEN
Regression,BUG-04,Qwen Model Discovery,"As a Qwen user, I want all current model options","Qwen discovery merges primary and additional selectors",11-web-chat,PASS,NONE,,NONE,GREEN
Regression,BUG-05,Web Effort Status,"As a web-provider user, I want to see effort detected status","Provider card shows detected levels",11-web-chat,PASS,NONE,,NONE,GREEN
Regression,BUG-06,Failed First Send Persistence,"As a user, I want failed first send retained","Local session bootstrapped before first append",03-chat-panel,PASS,NONE,,NONE,GREEN
MiMo,MIMO-04,MiMo Auto Sunset Migration,"As an existing MiMo Auto user, I want stop selecting defunct route","Legacy mimo-auto migrated to micoder-auto-free",15-micoder-auto-free,PASS,NONE,,NONE,GREEN
MiMo,MIMO-05,Honest MiCoder Auto Free Readiness,"As a user, I want Auto Free shown as ready only when eligible","Provider not connected when no trusted free IDs",15-micoder-auto-free,PASS,NONE,,NONE,GREEN
MiMo,MIMO-06,Limited-Time Free Provider Feedback,"As a user, I want clear explanation when free catalog unavailable","Settings states no eligible free model; offers refresh",15-micoder-auto-free,PASS,NONE,,NONE,GREEN
UX,UX-04,No ToS Checkbox Gating,"As a user, I want provider setup without confusing ToS checkbox","Provider cards contain no acknowledgement Toggle",11-web-chat,PASS,NONE,,NONE,GREEN
UX,UX-05,Honest Effort Menu,"As a user, I want only effort levels current page supports","Effort menu hidden until live discovery returns levels",11-web-chat,PASS,NONE,,NONE,GREEN
UX,UX-06,OpenCode Anonymous Free State,"As a user, I want clear setup state for OpenCode","Settings labels provider, shows live list, offers refresh",09-settings,PASS,NONE,,NONE,GREEN
UX,UX-08,Provider Disclosure Sections,"As a user, I want provider types in collapsible sections","DisclosureGroup sections with independent state",09-settings,PASS,NONE,,NONE,GREEN
UX,UX-09,Connection Result Alert,"As a user, I want connection-test success/failure unmistakable","Explicit Boolean; large green/red banner",09-settings,PASS,NONE,,NONE,GREEN
UX,UX-10,OpenCode Zen Provider Status,"As a user, I want to see whether anonymous or key-enabled","Provider status shows active access mode and model count",09-settings,PASS,NONE,,NONE,GREEN
UX,UX-11,Unified Chat Header,"As a user, I want one consistent top header","TopBarView is only header rendered",05-topbar,PASS,NONE,,NONE,GREEN
UX,UX-12,Full-Width Accordion Spoilers,"As a user, I want full-width expand/collapse bars","Group headers are full-width buttons",09-settings,PASS,NONE,,NONE,GREEN
Model,MODEL-16,Editable Model Parameters,"As a user, I want to inspect/override call parameters","Panel loads metadata; validates temperature/tokens/topP",09-settings,PASS,NONE,,NONE,GREEN
Model,MODEL-17,Model List Controls,"As a user, I want to filter and sort models","Text filtering, sorting by name/context/reasoning/tools",09-settings,PASS,NONE,,NONE,GREEN
Model,MODEL-18,Custom Model Removal,"As a user, I want to remove unwanted custom-provider model","Trash icon on custom-provider model rows",09-settings,PASS,NONE,,NONE,GREEN
Model,MODEL-19,Compact Free Model Catalog,"As a user, I want compact free-model catalog","Selected model summary + dense switch list",09-settings,PARTIAL,MEDIUM,"Live catalog contents unverified",NONE,GREEN
Model,MODEL-20,Model-Specific Effort Capability,"As a user, I want effort control only when model supports it","Discovery profiles effort after selecting each model",11-web-chat,PASS,NONE,,NONE,GREEN
Prompt,PROMPT-04,AutoFree System Prompt,"As a user, I want my AutoFree system prompt applied","Saved prompt sent as system message before user messages",15-micoder-auto-free,PASS,NONE,,NONE,GREEN
Chat,CHAT-19,MiCoder Auto Free Attachment Payload,"As a user, I want images/files to reach Auto Free or receive warning","Images as data URLs; text files bounded; binary blocked",15-micoder-auto-free,PARTIAL,MEDIUM,"macOS picker unverified",NONE,GREEN
Chat,CHAT-20,MiCoder Auto Free Conversation History,"As a user, I want ordinary Auto Free turns to remember visible conversation","Prior turns prepended; in-flight excluded; history capped",15-micoder-auto-free,PARTIAL,MEDIUM,"Live anonymous request unverified",NONE,GREEN
Web Login,WEB-LOGIN-11,Authenticated Cookie Capture Guard,"As a user, I want Capture Session to save only real authenticated session","Empty cookie snapshots remain with actionable message",12-web-session,PASS,NONE,,NONE,GREEN
Web Login,WEB-LOGIN-12,Honest Detection Mode Labels,"As a user, I want interface to distinguish DOM from AI detection","Built-in names MiCoder; second names Auto Free",11-web-chat,PASS,NONE,,NONE,GREEN
Web Chat,WEB-CHAT-11,Web Agent Access-Level Gate,"As a user, I want Ask before changes to protect web-agent mutations","write/edit/todo/git/shell stop at Ask before changes",14-web-tools,PARTIAL,MEDIUM,"Native approval UX unverified",NONE,GREEN
Web Chat,WEB-CHAT-12,Visible Web Agent Approval Interruption,"As a user, I want blocked mutation explained in chat","Driver emits approvalRequired; presenter renders status",14-web-chat,PARTIAL,MEDIUM,"SwiftUI approval interaction unverified",NONE,GREEN
Web Chat,WEB-CHAT-13,Named Session Origin-State Restoration,"As a user, I want named web login to restore cookies and origin","Login captures localStorage; restores on send",12-web-session,PARTIAL,MEDIUM,"WKWebView cookies unverified",NONE,GREEN
Web Chat,WEB-CHAT-14,Custom Web Model Injection,"As a user, I want custom web provider to confirm model","customModelSelector used when no bundled catalog",11-web-chat,PARTIAL,MEDIUM,"Custom live DOM unverified",NONE,GREEN
Web Chat,WEB-CHAT-15,Complete Destructive Tool Classification,"As a user, I want every mutating tool classified","requiresApproval covers all mutations",14-web-tools,PARTIAL,MEDIUM,"Live provider/runtime unverified",NONE,GREEN
Release,REL-01,Single Explicit Version Bump,"As a maintainer, I want one normal release bump","build-app.sh updates CFBundle once per version",01-app-shell,PASS,NONE,,NONE,GREEN
Shell,SHELL-01,Project-Aware Shell Context,"As a user, I want top shell to show active project context","Workspace badge; session goal from project DB",05-topbar,PARTIAL,MEDIUM,"SwiftUI visual unverified",NONE,GREEN
Shell,SHELL-02,Route-Specific Provider and Model Status,"As a user, I want status bar to describe actual provider/model","Connection state evaluated by selected route",08-statusbar,PARTIAL,MEDIUM,"Live provider/WebKit unverified",NONE,GREEN
Shell,SHELL-03,Shell Actions and Endpoint Feedback,"As a user, I want shell actions and endpoint labels explicit","Only Serve routes show host:port; Cmd+Option+Z reports status",08-statusbar,PARTIAL,MEDIUM,"AppKit menu/clipboard unverified",NONE,GREEN
